"yr","plt","tmp","ppt","co2","ntg","f03","b11"
1998,1,"0","0","0","0","Amb","Amb"
1998,2,"0","0","0","0","Amb","Amb"
1998,3,"0","0","0","0","Amb","Amb"
1998,4,"0","0","0","0","Amb","Amb"
1998,5,"0","0","0","0","Amb","Amb"
1998,6,"0","0","0","0","Amb","Amb"
1998,7,"0","0","0","0","Amb","Amb"
1998,8,"0","0","0","0","Amb","Amb"
1998,9,"0","0","0","0","Amb","Amb"
1998,10,"0","0","0","0","Amb","Amb"
1998,11,"0","0","0","0","Amb","Amb"
1998,12,"0","0","0","0","Amb","Amb"
1998,13,"0","0","0","0","Amb","Amb"
1998,14,"0","0","0","0","Amb","Amb"
1998,15,"0","0","0","0","Amb","Amb"
1998,16,"0","0","0","0","Amb","Amb"
1998,17,"0","0","0","0","Amb","Amb"
1998,18,"0","0","0","0","Amb","Amb"
1998,19,"0","0","0","0","Amb","Amb"
1998,20,"0","0","0","0","Amb","Amb"
1998,21,"0","0","0","0","Amb","Amb"
1998,22,"0","0","0","0","Amb","Amb"
1998,23,"0","0","0","0","Amb","Amb"
1998,24,"0","0","0","0","Amb","Amb"
1998,25,"0","0","0","0","Amb","Amb"
1998,26,"0","0","0","0","Amb","Amb"
1998,27,"0","0","0","0","Amb","Amb"
1998,28,"0","0","0","0","Amb","Amb"
1998,29,"0","0","0","0","Amb","Amb"
1998,30,"0","0","0","0","Amb","Amb"
1998,31,"0","0","0","0","Amb","Amb"
1998,32,"0","0","0","0","Amb","Amb"
1998,33,"0","0","0","0","Amb","Amb"
1998,34,"0","0","0","0","Amb","Amb"
1998,35,"0","0","0","0","Amb","Amb"
1998,36,"0","0","0","0","Amb","Amb"
1998,37,"0","0","0","0","Amb","Amb"
1998,38,"0","0","0","0","Amb","Amb"
1998,39,"0","0","0","0","Amb","Amb"
1998,40,"0","0","0","0","Amb","Amb"
1998,41,"0","0","0","0","Amb","Amb"
1998,42,"0","0","0","0","Amb","Amb"
1998,43,"0","0","0","0","Amb","Amb"
1998,44,"0","0","0","0","Amb","Amb"
1998,45,"0","0","0","0","Amb","Amb"
1998,46,"0","0","0","0","Amb","Amb"
1998,47,"0","0","0","0","Amb","Amb"
1998,48,"0","0","0","0","Amb","Amb"
1998,49,"0","0","0","0","Amb","Amb"
1998,50,"0","0","0","0","Amb","Amb"
1998,51,"0","0","0","0","Amb","Amb"
1998,52,"0","0","0","0","Amb","Amb"
1998,53,"0","0","0","0","Amb","Amb"
1998,54,"0","0","0","0","Amb","Amb"
1998,55,"0","0","0","0","Amb","Amb"
1998,56,"0","0","0","0","Amb","Amb"
1998,57,"0","0","0","0","Amb","Amb"
1998,58,"0","0","0","0","Amb","Amb"
1998,59,"0","0","0","0","Amb","Amb"
1998,60,"0","0","0","0","Amb","Amb"
1998,61,"0","0","0","0","Amb","Amb"
1998,62,"0","0","0","0","Amb","Amb"
1998,63,"0","0","0","0","Amb","Amb"
1998,64,"0","0","0","0","Amb","Amb"
1998,65,"0","0","0","0","Amb","Amb"
1998,66,"0","0","0","0","Amb","Amb"
1998,67,"0","0","0","0","Amb","Amb"
1998,68,"0","0","0","0","Amb","Amb"
1998,69,"0","0","0","0","Amb","Amb"
1998,70,"0","0","0","0","Amb","Amb"
1998,71,"0","0","0","0","Amb","Amb"
1998,72,"0","0","0","0","Amb","Amb"
1998,73,"0","0","0","0","Amb","Amb"
1998,74,"0","0","0","0","Amb","Amb"
1998,75,"0","0","0","0","Amb","Amb"
1998,76,"0","0","0","0","Amb","Amb"
1998,77,"0","0","0","0","Amb","Amb"
1998,78,"0","0","0","0","Amb","Amb"
1998,79,"0","0","0","0","Amb","Amb"
1998,80,"0","0","0","0","Amb","Amb"
1998,81,"0","0","0","0","Amb","Amb"
1998,82,"0","0","0","0","Amb","Amb"
1998,83,"0","0","0","0","Amb","Amb"
1998,84,"0","0","0","0","Amb","Amb"
1998,85,"0","0","0","0","Amb","Amb"
1998,86,"0","0","0","0","Amb","Amb"
1998,87,"0","0","0","0","Amb","Amb"
1998,88,"0","0","0","0","Amb","Amb"
1998,89,"0","0","0","0","Amb","Amb"
1998,90,"0","0","0","0","Amb","Amb"
1998,91,"0","0","0","0","Amb","Amb"
1998,92,"0","0","0","0","Amb","Amb"
1998,93,"0","0","0","0","Amb","Amb"
1998,94,"0","0","0","0","Amb","Amb"
1998,95,"0","0","0","0","Amb","Amb"
1998,96,"0","0","0","0","Amb","Amb"
1998,97,"0","0","0","0","Amb","Amb"
1998,98,"0","0","0","0","Amb","Amb"
1998,99,"0","0","0","0","Amb","Amb"
1998,100,"0","0","0","0","Amb","Amb"
1998,101,"0","0","0","0","Amb","Amb"
1998,102,"0","0","0","0","Amb","Amb"
1998,103,"0","0","0","0","Amb","Amb"
1998,104,"0","0","0","0","Amb","Amb"
1998,105,"0","0","0","0","Amb","Amb"
1998,106,"0","0","0","0","Amb","Amb"
1998,107,"0","0","0","0","Amb","Amb"
1998,108,"0","0","0","0","Amb","Amb"
1998,109,"0","0","0","0","Amb","Amb"
1998,110,"0","0","0","0","Amb","Amb"
1998,111,"0","0","0","0","Amb","Amb"
1998,112,"0","0","0","0","Amb","Amb"
1998,113,"0","0","0","0","Amb","Amb"
1998,114,"0","0","0","0","Amb","Amb"
1998,115,"0","0","0","0","Amb","Amb"
1998,116,"0","0","0","0","Amb","Amb"
1998,117,"0","0","0","0","Amb","Amb"
1998,118,"0","0","0","0","Amb","Amb"
1998,119,"0","0","0","0","Amb","Amb"
1998,120,"0","0","0","0","Amb","Amb"
1998,121,"0","0","0","0","Amb","Amb"
1998,122,"0","0","0","0","Amb","Amb"
1998,123,"0","0","0","0","Amb","Amb"
1998,124,"0","0","0","0","Amb","Amb"
1998,125,"0","0","0","0","Amb","Amb"
1998,126,"0","0","0","0","Amb","Amb"
1998,127,"0","0","0","0","Amb","Amb"
1998,128,"0","0","0","0","Amb","Amb"
1998,129,"0","0","0","0","Amb","Amb"
1998,131,"0","0","0","0","Amb","Amb"
1998,134,"0","0","0","0","Amb","Amb"
1998,136,"0","0","0","0","Amb","Amb"
1998,137,"0","0","0","0","Amb","Amb"
1998,139,"0","0","0","0","Amb","Amb"
1998,142,"0","0","0","0","Amb","Amb"
1998,144,"0","0","0","0","Amb","Amb"
1999,1,"0","1","0","0","Amb","Amb"
1999,2,"0","0","0","1","Amb","Amb"
1999,3,"0","0","0","0","Amb","Amb"
1999,4,"0","1","0","1","Amb","Amb"
1999,5,"1","1","1","1","Amb","Amb"
1999,6,"1","0","1","1","Amb","Amb"
1999,7,"1","1","1","0","Amb","Amb"
1999,8,"1","0","1","0","Amb","Amb"
1999,9,"1","0","0","1","Amb","Amb"
1999,10,"1","1","0","0","Amb","Amb"
1999,11,"1","1","0","1","Amb","Amb"
1999,12,"1","0","0","0","Amb","Amb"
1999,13,"0","1","1","1","Amb","Amb"
1999,14,"0","0","1","1","Amb","Amb"
1999,15,"0","0","1","0","Amb","Amb"
1999,16,"0","1","1","0","Amb","Amb"
1999,17,"0","0","0","1","Amb","Amb"
1999,18,"0","1","0","0","Amb","Amb"
1999,19,"0","0","0","0","Amb","Amb"
1999,20,"0","1","0","1","Amb","Amb"
1999,21,"1","1","0","1","Amb","Amb"
1999,22,"1","0","0","0","Amb","Amb"
1999,23,"1","1","0","0","Amb","Amb"
1999,24,"1","0","0","1","Amb","Amb"
1999,25,"0","1","1","1","Amb","Amb"
1999,26,"0","0","1","1","Amb","Amb"
1999,27,"0","1","1","0","Amb","Amb"
1999,28,"0","0","1","0","Amb","Amb"
1999,29,"0","1","0","0","Amb","Amb"
1999,30,"0","0","0","0","Amb","Amb"
1999,31,"0","1","0","1","Amb","Amb"
1999,32,"0","0","0","1","Amb","Amb"
1999,33,"1","1","0","1","Amb","Amb"
1999,34,"1","0","0","0","Amb","Amb"
1999,35,"1","0","0","1","Amb","Amb"
1999,36,"1","1","0","0","Amb","Amb"
1999,37,"0","0","1","1","Amb","Amb"
1999,38,"0","1","1","1","Amb","Amb"
1999,39,"0","1","1","0","Amb","Amb"
1999,40,"0","0","1","0","Amb","Amb"
1999,41,"1","1","1","0","Amb","Amb"
1999,42,"1","0","1","0","Amb","Amb"
1999,43,"1","0","1","1","Amb","Amb"
1999,44,"1","1","1","1","Amb","Amb"
1999,45,"1","0","1","1","Amb","Amb"
1999,46,"1","1","1","1","Amb","Amb"
1999,47,"1","0","1","0","Amb","Amb"
1999,48,"1","1","1","0","Amb","Amb"
1999,49,"0","0","1","1","Amb","Amb"
1999,50,"0","0","1","0","Amb","Amb"
1999,51,"0","1","1","1","Amb","Amb"
1999,52,"0","1","1","0","Amb","Amb"
1999,53,"1","0","1","0","Amb","Amb"
1999,54,"1","0","1","1","Amb","Amb"
1999,55,"1","1","1","0","Amb","Amb"
1999,56,"1","1","1","1","Amb","Amb"
1999,57,"1","0","1","0","Amb","Amb"
1999,58,"1","1","1","0","Amb","Amb"
1999,59,"1","0","1","1","Amb","Amb"
1999,60,"1","1","1","1","Amb","Amb"
1999,61,"1","0","0","1","Amb","Amb"
1999,62,"1","1","0","1","Amb","Amb"
1999,63,"1","0","0","0","Amb","Amb"
1999,64,"1","1","0","0","Amb","Amb"
1999,65,"0","1","0","0","Amb","Amb"
1999,66,"0","0","0","0","Amb","Amb"
1999,67,"0","1","0","1","Amb","Amb"
1999,68,"0","0","0","1","Amb","Amb"
1999,69,"0","0","1","1","Amb","Amb"
1999,70,"0","0","1","0","Amb","Amb"
1999,71,"0","1","1","0","Amb","Amb"
1999,72,"0","1","1","1","Amb","Amb"
1999,73,"1","1","1","0","Amb","Amb"
1999,74,"1","1","1","1","Amb","Amb"
1999,75,"1","0","1","1","Amb","Amb"
1999,76,"1","0","1","0","Amb","Amb"
1999,77,"1","1","0","1","Amb","Amb"
1999,78,"1","1","0","0","Amb","Amb"
1999,79,"1","0","0","0","Amb","Amb"
1999,80,"1","0","0","1","Amb","Amb"
1999,81,"0","1","1","0","Amb","Amb"
1999,82,"0","0","1","0","Amb","Amb"
1999,83,"0","0","1","1","Amb","Amb"
1999,84,"0","1","1","1","Amb","Amb"
1999,85,"1","1","0","1","Amb","Amb"
1999,86,"1","0","0","0","Amb","Amb"
1999,87,"1","1","0","0","Amb","Amb"
1999,88,"1","0","0","1","Amb","Amb"
1999,89,"0","0","0","1","Amb","Amb"
1999,90,"0","0","0","0","Amb","Amb"
1999,91,"0","1","0","0","Amb","Amb"
1999,92,"0","1","0","1","Amb","Amb"
1999,93,"1","1","1","1","Amb","Amb"
1999,94,"1","0","1","0","Amb","Amb"
1999,95,"1","0","1","1","Amb","Amb"
1999,96,"1","1","1","0","Amb","Amb"
1999,97,"0","1","1","0","Amb","Amb"
1999,98,"0","0","1","1","Amb","Amb"
1999,99,"0","1","1","1","Amb","Amb"
1999,100,"0","0","1","0","Amb","Amb"
1999,101,"1","1","0","1","Amb","Amb"
1999,102,"1","1","0","0","Amb","Amb"
1999,103,"1","0","0","0","Amb","Amb"
1999,104,"1","0","0","1","Amb","Amb"
1999,105,"0","0","0","1","Amb","Amb"
1999,106,"0","1","0","1","Amb","Amb"
1999,107,"0","0","0","0","Amb","Amb"
1999,108,"0","1","0","0","Amb","Amb"
1999,109,"0","0","1","0","Amb","Amb"
1999,110,"0","1","1","0","Amb","Amb"
1999,111,"0","0","1","1","Amb","Amb"
1999,112,"0","1","1","1","Amb","Amb"
1999,113,"1","0","1","0","Amb","Amb"
1999,114,"1","1","1","1","Amb","Amb"
1999,115,"1","0","1","1","Amb","Amb"
1999,116,"1","1","1","0","Amb","Amb"
1999,117,"1","1","0","0","Amb","Amb"
1999,118,"1","1","0","1","Amb","Amb"
1999,119,"1","0","0","1","Amb","Amb"
1999,120,"1","0","0","0","Amb","Amb"
1999,121,"0","1","0","1","Amb","Amb"
1999,122,"0","0","0","1","Amb","Amb"
1999,123,"0","1","0","0","Amb","Amb"
1999,124,"0","0","0","0","Amb","Amb"
1999,125,"0","0","0","0","Amb","Amb"
1999,126,"0","1","0","1","Amb","Amb"
1999,127,"0","1","0","0","Amb","Amb"
1999,128,"0","0","0","1","Amb","Amb"
1999,129,"0","0","0","0","Amb","Amb"
1999,131,"0","0","0","0","Amb","Amb"
1999,134,"0","0","0","0","Amb","Amb"
1999,136,"0","0","0","0","Amb","Amb"
1999,137,"0","0","0","0","Amb","Amb"
1999,139,"0","0","0","0","Amb","Amb"
1999,142,"0","0","0","0","Amb","Amb"
1999,144,"0","0","0","0","Amb","Amb"
2000,1,"0","1","0","0","Amb","Amb"
2000,2,"0","0","0","1","Amb","Amb"
2000,3,"0","0","0","0","Amb","Amb"
2000,4,"0","1","0","1","Amb","Amb"
2000,5,"1","1","1","1","Amb","Amb"
2000,6,"1","0","1","1","Amb","Amb"
2000,7,"1","1","1","0","Amb","Amb"
2000,8,"1","0","1","0","Amb","Amb"
2000,9,"1","0","0","1","Amb","Amb"
2000,10,"1","1","0","0","Amb","Amb"
2000,11,"1","1","0","1","Amb","Amb"
2000,12,"1","0","0","0","Amb","Amb"
2000,13,"0","1","1","1","Amb","Amb"
2000,14,"0","0","1","1","Amb","Amb"
2000,15,"0","0","1","0","Amb","Amb"
2000,16,"0","1","1","0","Amb","Amb"
2000,17,"0","0","0","1","Amb","Amb"
2000,18,"0","1","0","0","Amb","Amb"
2000,19,"0","0","0","0","Amb","Amb"
2000,20,"0","1","0","1","Amb","Amb"
2000,21,"1","1","0","1","Amb","Amb"
2000,22,"1","0","0","0","Amb","Amb"
2000,23,"1","1","0","0","Amb","Amb"
2000,24,"1","0","0","1","Amb","Amb"
2000,25,"0","1","1","1","Amb","Amb"
2000,26,"0","0","1","1","Amb","Amb"
2000,27,"0","1","1","0","Amb","Amb"
2000,28,"0","0","1","0","Amb","Amb"
2000,29,"0","1","0","0","Amb","Amb"
2000,30,"0","0","0","0","Amb","Amb"
2000,31,"0","1","0","1","Amb","Amb"
2000,32,"0","0","0","1","Amb","Amb"
2000,33,"1","1","0","1","Amb","Amb"
2000,34,"1","0","0","0","Amb","Amb"
2000,35,"1","0","0","1","Amb","Amb"
2000,36,"1","1","0","0","Amb","Amb"
2000,37,"0","0","1","1","Amb","Amb"
2000,38,"0","1","1","1","Amb","Amb"
2000,39,"0","1","1","0","Amb","Amb"
2000,40,"0","0","1","0","Amb","Amb"
2000,41,"1","1","1","0","Amb","Amb"
2000,42,"1","0","1","0","Amb","Amb"
2000,43,"1","0","1","1","Amb","Amb"
2000,44,"1","1","1","1","Amb","Amb"
2000,45,"1","0","1","1","Amb","Amb"
2000,46,"1","1","1","1","Amb","Amb"
2000,47,"1","0","1","0","Amb","Amb"
2000,48,"1","1","1","0","Amb","Amb"
2000,49,"0","0","1","1","Amb","Amb"
2000,50,"0","0","1","0","Amb","Amb"
2000,51,"0","1","1","1","Amb","Amb"
2000,52,"0","1","1","0","Amb","Amb"
2000,53,"1","0","1","0","Amb","Amb"
2000,54,"1","0","1","1","Amb","Amb"
2000,55,"1","1","1","0","Amb","Amb"
2000,56,"1","1","1","1","Amb","Amb"
2000,57,"1","0","1","0","Amb","Amb"
2000,58,"1","1","1","0","Amb","Amb"
2000,59,"1","0","1","1","Amb","Amb"
2000,60,"1","1","1","1","Amb","Amb"
2000,61,"1","0","0","1","Amb","Amb"
2000,62,"1","1","0","1","Amb","Amb"
2000,63,"1","0","0","0","Amb","Amb"
2000,64,"1","1","0","0","Amb","Amb"
2000,65,"0","1","0","0","Amb","Amb"
2000,66,"0","0","0","0","Amb","Amb"
2000,67,"0","1","0","1","Amb","Amb"
2000,68,"0","0","0","1","Amb","Amb"
2000,69,"0","0","1","1","Amb","Amb"
2000,70,"0","0","1","0","Amb","Amb"
2000,71,"0","1","1","0","Amb","Amb"
2000,72,"0","1","1","1","Amb","Amb"
2000,73,"1","1","1","0","Amb","Amb"
2000,74,"1","1","1","1","Amb","Amb"
2000,75,"1","0","1","1","Amb","Amb"
2000,76,"1","0","1","0","Amb","Amb"
2000,77,"1","1","0","1","Amb","Amb"
2000,78,"1","1","0","0","Amb","Amb"
2000,79,"1","0","0","0","Amb","Amb"
2000,80,"1","0","0","1","Amb","Amb"
2000,81,"0","1","1","0","Amb","Amb"
2000,82,"0","0","1","0","Amb","Amb"
2000,83,"0","0","1","1","Amb","Amb"
2000,84,"0","1","1","1","Amb","Amb"
2000,85,"1","1","0","1","Amb","Amb"
2000,86,"1","0","0","0","Amb","Amb"
2000,87,"1","1","0","0","Amb","Amb"
2000,88,"1","0","0","1","Amb","Amb"
2000,89,"0","0","0","1","Amb","Amb"
2000,90,"0","0","0","0","Amb","Amb"
2000,91,"0","1","0","0","Amb","Amb"
2000,92,"0","1","0","1","Amb","Amb"
2000,93,"1","1","1","1","Amb","Amb"
2000,94,"1","0","1","0","Amb","Amb"
2000,95,"1","0","1","1","Amb","Amb"
2000,96,"1","1","1","0","Amb","Amb"
2000,97,"0","1","1","0","Amb","Amb"
2000,98,"0","0","1","1","Amb","Amb"
2000,99,"0","1","1","1","Amb","Amb"
2000,100,"0","0","1","0","Amb","Amb"
2000,101,"1","1","0","1","Amb","Amb"
2000,102,"1","1","0","0","Amb","Amb"
2000,103,"1","0","0","0","Amb","Amb"
2000,104,"1","0","0","1","Amb","Amb"
2000,105,"0","0","0","1","Amb","Amb"
2000,106,"0","1","0","1","Amb","Amb"
2000,107,"0","0","0","0","Amb","Amb"
2000,108,"0","1","0","0","Amb","Amb"
2000,109,"0","0","1","0","Amb","Amb"
2000,110,"0","1","1","0","Amb","Amb"
2000,111,"0","0","1","1","Amb","Amb"
2000,112,"0","1","1","1","Amb","Amb"
2000,113,"1","0","1","0","Amb","Amb"
2000,114,"1","1","1","1","Amb","Amb"
2000,115,"1","0","1","1","Amb","Amb"
2000,116,"1","1","1","0","Amb","Amb"
2000,117,"1","1","0","0","Amb","Amb"
2000,118,"1","1","0","1","Amb","Amb"
2000,119,"1","0","0","1","Amb","Amb"
2000,120,"1","0","0","0","Amb","Amb"
2000,121,"0","1","0","1","Amb","Amb"
2000,122,"0","0","0","1","Amb","Amb"
2000,123,"0","1","0","0","Amb","Amb"
2000,124,"0","0","0","0","Amb","Amb"
2000,125,"0","0","0","0","Amb","Amb"
2000,126,"0","1","0","1","Amb","Amb"
2000,127,"0","1","0","0","Amb","Amb"
2000,128,"0","0","0","1","Amb","Amb"
2000,129,"0","0","0","0","Amb","Amb"
2000,131,"0","0","0","0","Amb","Amb"
2000,134,"0","0","0","0","Amb","Amb"
2000,136,"0","0","0","0","Amb","Amb"
2000,137,"0","0","0","0","Amb","Amb"
2000,139,"0","0","0","0","Amb","Amb"
2000,142,"0","0","0","0","Amb","Amb"
2000,144,"0","0","0","0","Amb","Amb"
2001,1,"0","1","0","0","Amb","Amb"
2001,2,"0","0","0","1","Amb","Amb"
2001,3,"0","0","0","0","Amb","Amb"
2001,4,"0","1","0","1","Amb","Amb"
2001,5,"1","1","1","1","Amb","Amb"
2001,6,"1","0","1","1","Amb","Amb"
2001,7,"1","1","1","0","Amb","Amb"
2001,8,"1","0","1","0","Amb","Amb"
2001,9,"1","0","0","1","Amb","Amb"
2001,10,"1","1","0","0","Amb","Amb"
2001,11,"1","1","0","1","Amb","Amb"
2001,12,"1","0","0","0","Amb","Amb"
2001,13,"0","1","1","1","Amb","Amb"
2001,14,"0","0","1","1","Amb","Amb"
2001,15,"0","0","1","0","Amb","Amb"
2001,16,"0","1","1","0","Amb","Amb"
2001,17,"0","0","0","1","Amb","Amb"
2001,18,"0","1","0","0","Amb","Amb"
2001,19,"0","0","0","0","Amb","Amb"
2001,20,"0","1","0","1","Amb","Amb"
2001,21,"1","1","0","1","Amb","Amb"
2001,22,"1","0","0","0","Amb","Amb"
2001,23,"1","1","0","0","Amb","Amb"
2001,24,"1","0","0","1","Amb","Amb"
2001,25,"0","1","1","1","Amb","Amb"
2001,26,"0","0","1","1","Amb","Amb"
2001,27,"0","1","1","0","Amb","Amb"
2001,28,"0","0","1","0","Amb","Amb"
2001,29,"0","1","0","0","Amb","Amb"
2001,30,"0","0","0","0","Amb","Amb"
2001,31,"0","1","0","1","Amb","Amb"
2001,32,"0","0","0","1","Amb","Amb"
2001,33,"1","1","0","1","Amb","Amb"
2001,34,"1","0","0","0","Amb","Amb"
2001,35,"1","0","0","1","Amb","Amb"
2001,36,"1","1","0","0","Amb","Amb"
2001,37,"0","0","1","1","Amb","Amb"
2001,38,"0","1","1","1","Amb","Amb"
2001,39,"0","1","1","0","Amb","Amb"
2001,40,"0","0","1","0","Amb","Amb"
2001,41,"1","1","1","0","Amb","Amb"
2001,42,"1","0","1","0","Amb","Amb"
2001,43,"1","0","1","1","Amb","Amb"
2001,44,"1","1","1","1","Amb","Amb"
2001,45,"1","0","1","1","Amb","Amb"
2001,46,"1","1","1","1","Amb","Amb"
2001,47,"1","0","1","0","Amb","Amb"
2001,48,"1","1","1","0","Amb","Amb"
2001,49,"0","0","1","1","Amb","Amb"
2001,50,"0","0","1","0","Amb","Amb"
2001,51,"0","1","1","1","Amb","Amb"
2001,52,"0","1","1","0","Amb","Amb"
2001,53,"1","0","1","0","Amb","Amb"
2001,54,"1","0","1","1","Amb","Amb"
2001,55,"1","1","1","0","Amb","Amb"
2001,56,"1","1","1","1","Amb","Amb"
2001,57,"1","0","1","0","Amb","Amb"
2001,58,"1","1","1","0","Amb","Amb"
2001,59,"1","0","1","1","Amb","Amb"
2001,60,"1","1","1","1","Amb","Amb"
2001,61,"1","0","0","1","Amb","Amb"
2001,62,"1","1","0","1","Amb","Amb"
2001,63,"1","0","0","0","Amb","Amb"
2001,64,"1","1","0","0","Amb","Amb"
2001,65,"0","1","0","0","Amb","Amb"
2001,66,"0","0","0","0","Amb","Amb"
2001,67,"0","1","0","1","Amb","Amb"
2001,68,"0","0","0","1","Amb","Amb"
2001,69,"0","0","1","1","Amb","Amb"
2001,70,"0","0","1","0","Amb","Amb"
2001,71,"0","1","1","0","Amb","Amb"
2001,72,"0","1","1","1","Amb","Amb"
2001,73,"1","1","1","0","Amb","Amb"
2001,74,"1","1","1","1","Amb","Amb"
2001,75,"1","0","1","1","Amb","Amb"
2001,76,"1","0","1","0","Amb","Amb"
2001,77,"1","1","0","1","Amb","Amb"
2001,78,"1","1","0","0","Amb","Amb"
2001,79,"1","0","0","0","Amb","Amb"
2001,80,"1","0","0","1","Amb","Amb"
2001,81,"0","1","1","0","Amb","Amb"
2001,82,"0","0","1","0","Amb","Amb"
2001,83,"0","0","1","1","Amb","Amb"
2001,84,"0","1","1","1","Amb","Amb"
2001,85,"1","1","0","1","Amb","Amb"
2001,86,"1","0","0","0","Amb","Amb"
2001,87,"1","1","0","0","Amb","Amb"
2001,88,"1","0","0","1","Amb","Amb"
2001,89,"0","0","0","1","Amb","Amb"
2001,90,"0","0","0","0","Amb","Amb"
2001,91,"0","1","0","0","Amb","Amb"
2001,92,"0","1","0","1","Amb","Amb"
2001,93,"1","1","1","1","Amb","Amb"
2001,94,"1","0","1","0","Amb","Amb"
2001,95,"1","0","1","1","Amb","Amb"
2001,96,"1","1","1","0","Amb","Amb"
2001,97,"0","1","1","0","Amb","Amb"
2001,98,"0","0","1","1","Amb","Amb"
2001,99,"0","1","1","1","Amb","Amb"
2001,100,"0","0","1","0","Amb","Amb"
2001,101,"1","1","0","1","Amb","Amb"
2001,102,"1","1","0","0","Amb","Amb"
2001,103,"1","0","0","0","Amb","Amb"
2001,104,"1","0","0","1","Amb","Amb"
2001,105,"0","0","0","1","Amb","Amb"
2001,106,"0","1","0","1","Amb","Amb"
2001,107,"0","0","0","0","Amb","Amb"
2001,108,"0","1","0","0","Amb","Amb"
2001,109,"0","0","1","0","Amb","Amb"
2001,110,"0","1","1","0","Amb","Amb"
2001,111,"0","0","1","1","Amb","Amb"
2001,112,"0","1","1","1","Amb","Amb"
2001,113,"1","0","1","0","Amb","Amb"
2001,114,"1","1","1","1","Amb","Amb"
2001,115,"1","0","1","1","Amb","Amb"
2001,116,"1","1","1","0","Amb","Amb"
2001,117,"1","1","0","0","Amb","Amb"
2001,118,"1","1","0","1","Amb","Amb"
2001,119,"1","0","0","1","Amb","Amb"
2001,120,"1","0","0","0","Amb","Amb"
2001,121,"0","1","0","1","Amb","Amb"
2001,122,"0","0","0","1","Amb","Amb"
2001,123,"0","1","0","0","Amb","Amb"
2001,124,"0","0","0","0","Amb","Amb"
2001,125,"0","0","0","0","Amb","Amb"
2001,126,"0","1","0","1","Amb","Amb"
2001,127,"0","1","0","0","Amb","Amb"
2001,128,"0","0","0","1","Amb","Amb"
2001,129,"0","0","0","0","Amb","Amb"
2001,131,"0","0","0","0","Amb","Amb"
2001,134,"0","0","0","0","Amb","Amb"
2001,136,"0","0","0","0","Amb","Amb"
2001,137,"0","0","0","0","Amb","Amb"
2001,139,"0","0","0","0","Amb","Amb"
2001,142,"0","0","0","0","Amb","Amb"
2001,144,"0","0","0","0","Amb","Amb"
2002,1,"0","1","0","0","Amb","Amb"
2002,2,"0","0","0","1","Amb","Amb"
2002,3,"0","0","0","0","Amb","Amb"
2002,4,"0","1","0","1","Amb","Amb"
2002,5,"1","1","1","1","Amb","Amb"
2002,6,"1","0","1","1","Amb","Amb"
2002,7,"1","1","1","0","Amb","Amb"
2002,8,"1","0","1","0","Amb","Amb"
2002,9,"1","0","0","1","Amb","Amb"
2002,10,"1","1","0","0","Amb","Amb"
2002,11,"1","1","0","1","Amb","Amb"
2002,12,"1","0","0","0","Amb","Amb"
2002,13,"0","1","1","1","Amb","Amb"
2002,14,"0","0","1","1","Amb","Amb"
2002,15,"0","0","1","0","Amb","Amb"
2002,16,"0","1","1","0","Amb","Amb"
2002,17,"0","0","0","1","Amb","Amb"
2002,18,"0","1","0","0","Amb","Amb"
2002,19,"0","0","0","0","Amb","Amb"
2002,20,"0","1","0","1","Amb","Amb"
2002,21,"1","1","0","1","Amb","Amb"
2002,22,"1","0","0","0","Amb","Amb"
2002,23,"1","1","0","0","Amb","Amb"
2002,24,"1","0","0","1","Amb","Amb"
2002,25,"0","1","1","1","Amb","Amb"
2002,26,"0","0","1","1","Amb","Amb"
2002,27,"0","1","1","0","Amb","Amb"
2002,28,"0","0","1","0","Amb","Amb"
2002,29,"0","1","0","0","Amb","Amb"
2002,30,"0","0","0","0","Amb","Amb"
2002,31,"0","1","0","1","Amb","Amb"
2002,32,"0","0","0","1","Amb","Amb"
